s_id,year,on_time,quality,after-sales service,final score,e_id
2174,2020,73,97,51,87.5,GY417310745
2175,2020,80,89,61,84.9,ZG616175606
2176,2020,71,99,71,89.2,KT830593436
2177,2020,78,67,57,69.8,QE710658719
2178,2020,50,56,79,55.35,DE708102592
2179,2020,50,72,60,64.8,YC616222070
2180,2020,81,73,97,76.6,CD954586050
2181,2020,71,77,72,74.95,OZ093779690
2182,2020,65,51,70,56.15,BJ766816506
2183,2020,89,50,57,62.05,PF059957688
2184,2020,100,92,77,93.65,OO510776839
2185,2020,79,52,90,62.0,EQ986591037
2186,2020,69,68,94,69.6,UR936833470
2187,2020,92,82,69,84.35,TF459110412
2188,2020,51,93,97,80.6,DE357383369
2189,2020,77,77,66,76.45,IZ821095846
2190,2020,91,52,68,64.5,HZ535388034
2192,2020,93,54,63,66.15,PH390935430
2193,2020,50,73,51,65.0,TY428800131
2194,2020,58,55,86,57.45,VK227570451
2195,2020,58,71,89,68.0,CU217575896
2196,2020,88,78,66,80.4,UI623764034
2197,2020,71,84,64,79.1,AU551370139
2198,2020,71,80,83,77.45,PZ067193522
2199,2020,65,83,54,76.15,XN961308339
2200,2020,76,54,63,61.05,CY744917216
2201,2020,93,82,74,84.9,MU039342237
2202,2020,88,51,88,63.95,ZS445626663
2203,2020,61,86,75,77.95,WQ271547799
2204,2020,86,63,71,70.3,SK417792653
2205,2020,66,91,94,83.65,MO854669509
2206,2020,68,67,50,66.45,ZO415915233
2207,2020,87,86,62,85.1,YV629773260
2208,2020,52,94,78,80.6,QX261214465
2210,2020,91,95,63,92.2,WG599057182
2211,2020,86,75,84,78.75,LM190532274
2212,2020,100,96,61,95.45,YV629773260
2213,2020,59,72,76,68.3,FN445820794
2214,2020,93,92,57,90.55,MJ040799641
2215,2020,95,92,82,92.4,TY350391634
2216,2020,88,57,98,68.35,HP234668273
2217,2020,77,92,82,87.0,EK677740818
2218,2020,57,76,71,70.05,KJ513811778
2219,2020,66,88,50,79.5,XM478923440
2220,2020,98,80,99,86.35,FJ310655579
2221,2020,99,67,86,77.55,TQ334497964
2222,2020,52,75,60,67.35,EQ677144258
2223,2020,89,85,89,86.4,VF486601716
2224,2020,54,62,93,61.15,OD377903705
2225,2020,53,72,68,66.1,LV292423357
2226,2020,58,69,86,66.55,RR090374625
2227,2020,68,82,76,77.5,RK458074767
2228,2020,94,64,83,73.95,DD205879120
2229,2020,63,53,69,56.8,YY464882888
2230,2020,98,81,68,85.45,TY428800131
2231,2020,58,68,78,65.5,WH796803508
2232,2020,56,95,63,81.7,GT660834936
2234,2020,52,67,91,63.7,ZI719676901
2235,2020,58,86,71,76.85,JM220369579
2236,2020,84,86,64,84.3,NB844487071
2238,2020,73,51,73,58.7,RT481315183
2239,2020,70,100,69,89.45,GT128014088
2240,2020,75,100,69,90.95,OR523241402
2241,2020,89,65,100,73.95,WI914426052
2242,2020,95,75,88,81.65,SP476168381
2243,2020,93,60,79,70.85,IR534289580
2244,2020,88,66,95,74.05,JM940460640
2245,2020,69,100,89,90.15,UX393639216
2246,2020,50,93,79,79.4,FE539644561
2247,2020,94,76,100,82.6,WJ799200866
2248,2020,59,66,60,63.6,WL547813331
2250,2020,61,58,83,60.15,KC975921677
2251,2020,96,55,99,69.5,CO190897337
2252,2020,90,61,85,70.9,TR617875834
2253,2020,87,51,99,64.2,GM171886676
2254,2020,56,70,60,65.3,VB210054034
2255,2020,72,86,88,81.9,GF077308303
2256,2020,95,81,71,84.7,ID997839826
2258,2020,73,98,54,88.3,DV240501326
2259,2020,94,93,62,91.75,NW146095437
2260,2020,56,90,71,78.85,TM042890770
2262,2020,69,78,84,75.6,YG471415754
2264,2020,83,57,68,65.35,QK485878177
2265,2020,61,61,59,60.9,LV288939002
2266,2020,89,76,82,80.2,UI623764034
2267,2020,76,83,84,80.95,ME056072373
2268,2020,79,63,84,68.85,OH755313120
2269,2020,89,83,93,85.3,YL772729591
2270,2020,53,71,57,64.9,HQ035820252
2271,2020,80,62,91,68.85,SQ677020385
2272,2020,64,73,72,70.25,UY407958385
2273,2020,56,100,80,85.8,BT487746600
2274,2020,80,73,74,75.15,AP774102602
2275,2020,67,56,70,60.0,ID205696275
2276,2020,80,95,82,89.85,XF337388338
2277,2020,53,89,93,78.4,MQ074560631
2278,2020,76,75,71,75.1,JF739511844
2279,2020,62,100,57,86.45,HW536846137
2280,2020,72,91,65,84.0,MG388895509
2281,2020,53,88,52,75.7,UG885917032
2282,2020,54,66,93,63.75,MV195718509
2283,2020,73,76,58,74.2,CS060139819
2284,2020,70,92,56,83.6,IQ660564868
2285,2020,85,68,98,74.6,SM454491456
2286,2020,60,74,61,69.15,AG690476731
2288,2020,69,51,98,58.75,OK382236178
2289,2020,60,78,89,73.15,AN823174541
2290,2020,89,76,72,79.7,LN212107019
2291,2020,52,56,51,54.55,RR634380268
2292,2020,99,54,81,68.85,JZ243732558
2294,2020,65,96,76,85.7,NN922315766
2295,2020,64,64,52,63.4,SP724833370
2296,2020,97,77,98,84.05,SB358281702
2297,2020,73,89,88,84.15,TI643895995
2298,2020,90,61,85,70.9,XO802000139
2299,2020,62,56,60,58.0,WT854056505
2300,2020,80,75,89,77.2,HK037770788
2301,2020,84,66,90,72.6,QE710658719
2302,2020,78,93,96,88.65,RP750182843
2303,2020,81,83,50,80.75,ZC063611519
2304,2020,75,83,92,81.05,NH773052240
2305,2020,81,88,84,85.7,PC013154768
2306,2020,78,52,75,60.95,SYX076758989
2307,2020,60,70,63,66.65,RE716198084
2308,2020,71,95,73,86.7,MO161918801
2309,2020,74,72,94,73.7,LK882839830
2310,2020,73,73,78,73.25,OT278777264
2311,2020,87,84,58,83.6,RZ140237597
2312,2020,93,57,94,69.65,MZ830374474
2313,2020,63,54,99,58.95,OJ791569742
2314,2020,95,95,73,93.9,OP046236441
2315,2020,73,60,64,64.1,UP596056464
2316,2020,81,67,64,71.05,UP197007519
2318,2020,80,59,91,66.9,ZK636222215
2319,2020,89,98,71,93.95,MC249489522
2320,2020,64,87,83,79.9,HX559864939
2321,2020,53,100,98,85.8,VP771286526
2322,2020,66,62,62,63.2,TB562627812
2323,2020,77,59,80,65.45,IF640354302
2324,2020,88,83,52,82.95,PJ057342956
2325,2020,98,100,100,99.4,XU563237597
2326,2020,94,75,97,81.8,KW336868215
2328,2020,54,61,63,59.0,OW491977122
2330,2020,79,56,58,63.0,DY703230654
2331,2020,79,56,97,64.95,KC210793475
2332,2020,96,60,98,72.7,OB386208431
2334,2020,98,67,86,77.25,QP541163003
2335,2020,70,75,77,73.6,QR884934296
2336,2020,67,80,64,75.3,HO316555597
2337,2020,70,56,88,61.8,LW272961891
2338,2020,62,100,86,87.9,BF340337323
2340,2020,53,55,85,55.9,GZ090970887
2342,2020,72,75,76,74.15,GU092374651
2343,2020,71,77,86,75.65,ZF424224119
2344,2020,79,57,84,64.95,EJ549178179
2345,2020,79,51,63,60.0,HA615247963
2346,2020,54,90,70,78.2,AS759923725
2348,2020,77,81,50,78.25,WX582760430
2349,2020,86,84,66,83.7,DA737462520
2350,2020,99,96,72,95.7,ZR087693526
2351,2020,92,96,85,94.25,IW086905509
2352,2020,97,67,84,76.85,GS993586044
2354,2020,95,89,91,90.9,BR547241790
2355,2020,93,96,86,94.6,IX158504070
2356,2020,72,78,61,75.35,WY395514026
2357,2020,66,64,87,65.75,ZS057130637
2358,2020,74,74,63,73.45,PY109472686
2360,2020,74,54,67,60.65,SH938443883
2361,2020,80,83,77,81.8,LF684671949
2362,2020,67,65,97,67.2,EJ549178179
2364,2020,54,59,89,59.0,IQ322990283
2365,2020,57,98,95,85.55,EQ945360947
2366,2020,85,67,90,73.55,KE283144288
2367,2020,64,57,61,59.3,YB147091984
2368,2020,83,51,53,60.7,TK548574097
2369,2020,91,54,96,67.2,HF016064257
2370,2020,68,76,93,74.45,AX603077490
2371,2020,51,79,72,70.25,IF554425731
2372,2020,67,99,99,89.4,OO991055729
2373,2020,73,56,98,63.2,CR029020976
2374,2020,84,79,95,81.3,SZ449337789
2375,2020,76,91,86,86.25,HM539881600
2376,2020,71,80,54,76.0,UV136417491
2377,2020,80,83,76,81.75,ZR236383210
2378,2020,92,77,55,80.4,KV649784071
2379,2020,65,67,93,67.7,UW860209563
2380,2020,83,93,80,89.35,WL442928516
2381,2020,67,58,67,61.15,VJ263549875
2382,2020,58,58,82,59.2,KN416401615
2383,2020,58,57,96,59.25,ZK621725754
2384,2020,80,70,72,73.1,SK656738678
2385,2020,64,56,69,59.05,EO671059229
2386,2020,70,94,97,86.95,OA489187954
2388,2020,77,91,97,87.1,XN851571164
2390,2020,76,61,97,67.3,FJ936085862
2391,2020,97,57,83,70.3,AX312127504
2392,2020,86,52,77,63.45,MN179179743
2393,2020,90,63,92,72.55,WT854056505
2394,2020,81,82,56,80.4,EX389575482
2395,2020,97,67,62,75.75,MG946380630
2396,2020,97,60,72,71.7,JX149476754
2397,2020,76,52,78,60.5,TT049892866
2398,2020,60,57,81,59.1,LL020781763
2400,2020,73,74,59,72.95,ZE815243155
2401,2020,53,74,57,66.85,XN851571164
2402,2020,87,99,76,94.25,HL230335861
2403,2020,87,95,56,90.65,KJ932451778
2404,2020,91,65,60,72.55,YS926630805
2405,2020,75,82,52,78.4,ZV409215913
2406,2020,95,63,95,74.2,CP428009686
2407,2020,83,92,98,89.6,PP828991671
2408,2020,54,72,91,67.55,FJ525987075
2409,2020,50,80,76,70.8,YN648837641
2410,2020,61,77,52,70.95,MX251913479
2412,2020,61,97,98,86.25,CT261741044
2414,2020,90,82,88,84.7,SQ716990497
2415,2020,75,67,79,70.0,TZ670747900
2416,2020,72,82,67,78.25,EH451136422
2417,2020,83,96,67,90.65,JD883464020
2418,2020,67,77,65,73.4,TY401536234
2420,2020,83,56,83,65.45,VW611060759
2421,2020,78,59,80,65.75,VE777505436
2422,2020,52,77,66,68.95,XH944017729
2423,2020,74,96,81,88.65,MK633387143
2424,2020,82,96,85,91.25,MU365673573
2425,2020,91,53,54,64.45,KU725396118
2426,2020,79,80,65,78.95,IQ142445398
2427,2020,63,81,88,75.95,QB410807569
2428,2020,91,62,95,72.35,BL944338447
2430,2020,56,77,68,70.25,TV838239506
2431,2020,63,55,70,58.15,NK346088933
2432,2020,57,74,82,69.3,US783283573
2433,2020,83,67,55,71.2,IX660206158
2434,2020,66,96,95,86.95,BV295753829
2435,2020,75,54,72,61.2,ZB536026983
2436,2020,91,89,98,90.05,OG088790734
2438,2020,90,69,99,76.8,PA240846954
2439,2020,67,70,59,68.55,VB027923477
2440,2020,76,61,61,65.5,QV581804791
2441,2020,62,57,84,59.85,HK037770788
2442,2020,74,96,86,88.9,MG908370878
2444,2020,93,52,90,66.2,KA339901452
2445,2020,71,68,94,70.2,WD943106524
2446,2020,93,71,99,79.0,VI466631475
2447,2020,91,67,84,75.05,AN823174541
2448,2020,80,62,56,67.1,CE344552586
2449,2020,93,54,70,66.5,VS612398134
2450,2020,87,61,66,69.05,BJ766816506
2451,2020,80,91,89,87.6,WH796803508
2452,2020,85,97,92,93.15,DU523960819
2454,2020,91,80,97,84.15,FE584012142
2455,2020,89,84,86,85.6,DC352838079
2456,2020,97,97,61,95.2,AR319755736
2457,2020,50,59,90,57.85,ZP441886147
2458,2020,54,73,63,66.8,GE944278030
2459,2020,63,99,100,88.25,CB220002761
2460,2020,70,78,77,75.55,UE275807587
2461,2020,83,55,63,63.8,ZI445857060
2462,2020,76,51,94,60.65,XQ933525567
2463,2020,67,65,85,66.6,QP990027424
2464,2020,64,71,97,70.2,VK227570451
2465,2020,56,77,99,71.8,BP538365011
2466,2020,96,100,86,98.1,TL121025322
2467,2020,70,64,88,67.0,EB785474273
2468,2020,73,80,99,78.85,HX558249967
2469,2020,77,71,57,72.1,HB552632767
2470,2020,81,91,97,88.3,DZ919215397
2472,2020,50,100,58,82.9,UR936833470
2474,2020,84,67,71,72.3,MQ258029017
2475,2020,52,75,59,67.3,BZ478944829
2476,2020,68,89,69,81.7,DU872104293
2477,2020,62,52,81,56.45,JI950375943
2478,2020,72,55,64,60.55,AX329989196
2480,2020,91,59,71,69.2,RV530311974
2481,2020,81,76,67,77.05,BI713789231
2482,2020,98,67,83,77.1,LY749458431
2484,2020,71,95,65,86.3,VF486601716
2485,2020,91,86,81,87.25,EP683485405
2486,2020,96,88,87,90.35,XG895052722
2487,2020,75,91,52,84.25,AP725673327
2488,2020,65,59,57,60.7,LM190532274
2489,2020,100,67,77,77.4,IJ221364166
2490,2020,78,80,95,80.15,GQ198627762
2491,2020,50,53,68,52.85,HR913734835
2492,2020,78,80,92,80.0,SK807489208
2493,2020,89,56,77,66.95,WK278552127
2494,2020,92,97,68,94.05,UY977515737
2495,2020,97,64,51,73.25,MC028066113
2496,2020,53,68,82,64.2,MM705603736
2497,2020,53,96,81,82.35,EU323221827
2498,2020,57,54,64,55.4,EG226121535
2499,2020,73,50,73,58.05,AS702858198
2500,2020,98,73,90,81.35,HO877861996
2501,2020,92,63,65,71.8,UO264273960
2502,2020,91,79,95,83.4,WQ733797406
2504,2020,94,69,83,77.2,CI533657101
2505,2020,88,96,82,92.9,UO447489326
2506,2020,50,58,75,56.45,GS137890500
2507,2020,72,77,92,76.25,VU338348195
2508,2020,60,71,63,67.3,CT170330076
2509,2020,64,52,69,56.45,SG323486827
2510,2020,62,98,89,86.75,GI163571727
2511,2020,95,83,77,86.3,XO948156867
2512,2020,70,75,74,73.45,IL160747105
2513,2020,98,50,60,64.9,YJ443202228
2514,2020,77,75,91,76.4,ZQ567354935
2515,2020,61,70,78,67.7,QE696445504
2516,2020,70,69,76,69.65,VH230504789
2517,2020,73,58,72,63.2,OT461502170
2518,2020,80,72,99,75.75,WD369708675
2519,2020,86,99,74,93.85,EH451136422
2520,2020,71,77,73,75.0,JH085262108
2521,2020,65,78,64,73.4,EH480404000
2522,2020,63,59,86,61.55,XF063976014
2523,2020,52,63,89,61.0,OF308492183
2524,2020,50,75,52,66.35,DS529930941
2525,2020,52,80,65,70.85,AT311276512
2526,2020,86,92,57,88.45,SE345606994
2528,2020,95,96,71,94.45,PM894048995
2529,2020,56,96,69,82.65,VT084600679
2530,2020,55,84,84,75.3,GZ446328294
2531,2020,54,96,90,83.1,ON081801894
2532,2020,83,74,71,76.55,RV958746524
2533,2020,62,53,57,55.9,MW805082342
2534,2020,68,88,71,81.15,SZ130641906
2535,2020,57,73,67,67.9,UF254754976
2536,2020,65,71,85,69.9,PB757803062
2538,2020,92,72,64,77.6,VX300783141
2539,2020,91,59,91,70.2,MF891261359
2540,2020,82,53,67,62.4,AN867755706
2541,2020,87,95,60,90.85,LP362355401
2542,2020,55,94,61,80.65,UG400317499
2543,2020,84,76,53,77.25,AB960349175
2544,2020,51,51,99,53.4,SZ731507024
2545,2020,75,51,91,60.2,SL729686099
2546,2020,79,65,89,70.4,VN470486290
2547,2020,94,62,90,73.0,OG533543562
2548,2020,63,93,80,83.35,XN961308339
2550,2020,53,85,66,74.45,GK029800786
2552,2020,92,73,53,77.7,IH734404782
2553,2020,53,93,78,80.25,RY380017232
2554,2020,93,96,88,94.7,TP212669727
2555,2020,98,56,67,69.15,VV508290877
2556,2020,58,87,70,77.45,WU886530478
2557,2020,96,98,76,96.3,LI151343844
2558,2020,64,73,72,70.25,RW145619217
2559,2020,94,99,63,95.7,HK051584970
2560,2020,76,93,56,86.05,DB348314021
2561,2020,90,75,79,79.7,TR630876782
2562,2020,86,51,58,61.85,KN416401615
2564,2020,60,96,59,83.35,LR431107353
2565,2020,88,82,84,83.9,BC969992321
2566,2020,64,98,59,85.85,MG908370878
2567,2020,94,56,87,68.95,FC256193615
2568,2020,68,53,54,57.55,XF574213920
2570,2020,79,59,72,65.65,RC146740712
2571,2020,63,56,89,59.75,HV343935605
2572,2020,82,70,56,72.9,PD118856597
2573,2020,67,91,85,83.5,VB210054034
2574,2020,82,61,61,67.3,MK633387143
2575,2020,80,85,79,83.2,QY673327738
2576,2020,97,84,53,86.35,AY566103205
2577,2020,69,67,70,67.75,DY703230654
2578,2020,51,58,95,57.75,LB293802149
2579,2020,87,63,92,71.65,WB463234044
2580,2020,56,66,95,64.45,CT261741044
2581,2020,92,61,59,70.2,GQ758993841
2582,2020,81,65,61,69.6,IG027249095
2583,2020,55,75,93,69.9,QU209994809
2584,2020,53,83,99,74.8,VF835352929
2585,2020,61,58,56,58.8,HB801254885
2586,2020,93,76,51,79.85,IY307298630
2587,2020,95,78,70,82.7,BC171259080
2588,2020,65,72,94,71.0,QU137459520
2589,2020,64,72,87,70.35,PE808678576
2590,2020,59,84,87,76.65,JM907952438
2591,2020,60,80,65,73.25,UE275807587
2592,2020,90,52,73,64.45,ZX291687826
2594,2020,76,61,84,66.65,TA990619673
2595,2020,62,54,82,57.8,QW127055379
2596,2020,69,98,62,87.5,KB677246551
2598,2020,65,92,67,82.65,OY935360782
2599,2020,63,84,59,76.45,FD930168326
2600,2020,55,89,54,77.05,CY362096598
2601,2020,65,83,92,78.05,II429357035
2602,2020,60,61,60,60.65,CA963971221
2603,2020,86,97,50,91.35,QK214974401
2604,2020,85,57,87,66.9,QN855070461
2605,2020,91,66,84,74.4,KY190805288
2606,2020,57,99,82,85.55,CI053181238
2607,2020,95,53,80,66.95,FM213906402
2608,2020,94,78,80,82.9,IQ705158388
2609,2020,99,66,88,77.0,VR446959544
2610,2020,57,99,69,84.9,EO434260889
2611,2020,66,100,58,87.7,BW485249538
2612,2020,53,63,100,61.85,EY350958721
2613,2020,87,99,93,95.1,LH897590036
2614,2020,55,89,99,79.3,OK412695093
2615,2020,65,56,68,59.3,SL407946601
2616,2020,64,54,75,58.05,PJ057342956
2617,2020,86,86,50,84.2,OU534799716
2618,2020,76,66,52,68.3,IA987946161
2619,2020,59,67,53,63.9,DA737462520
2620,2020,50,89,88,77.25,JI146366011
2621,2020,99,57,97,71.6,EK508794282
2622,2020,94,78,66,82.2,XN851571164
2623,2020,81,56,98,65.6,XM478923440
2624,2020,67,72,69,70.35,NF242818172
2625,2020,50,80,65,70.25,YR153829057
2626,2020,90,88,77,88.05,RM204965841
2627,2020,69,89,72,82.15,TC573574972
2628,2020,81,68,60,71.5,UI258886581
2629,2020,78,50,78,59.8,DU872104293
2630,2020,78,57,91,65.0,LU766554207
2631,2020,92,93,96,92.85,QK715411391
2632,2020,97,77,90,83.65,RN380745831
2634,2020,87,76,88,79.9,XD859485849
2635,2020,53,70,85,65.65,GY244307251
2636,2020,61,66,81,65.25,FM402509556
2637,2020,66,95,50,84.05,QJ322341991
2638,2020,50,68,54,61.9,LI611264851
2639,2020,95,68,50,75.2,NC638130424
2640,2020,55,90,77,78.85,XA415024128
2641,2020,65,81,54,74.85,HO644720119
2642,2020,100,71,80,80.15,YL707224314
2643,2020,83,88,53,84.75,GO234838594
2644,2020,53,86,54,74.5,FK326933987
2645,2020,93,93,92,92.95,MS026186291
2646,2020,66,50,59,55.25,UN000001646
2648,2020,82,74,56,75.5,HA615247963
2649,2020,71,70,50,69.3,ZF424224119
2650,2020,65,71,74,69.35,ZH311982675
2651,2020,87,94,84,91.4,JL990727271
2652,2020,85,70,73,74.65,KE158504442
2653,2020,85,53,95,64.7,CU217575896
2654,2020,90,66,57,72.75,VV508290877
2655,2020,91,73,57,77.6,XN961308339
2656,2020,96,84,91,87.95,LJ523467067
2657,2020,76,95,74,88.25,CK815532868
2658,2020,80,71,78,74.05,BT259593712
2659,2020,91,51,58,63.35,QM260632123
2660,2020,89,74,77,78.65,SK417792653
2661,2020,93,53,72,65.95,KW017625043
2662,2020,58,100,73,86.05,PK826232094
2664,2020,60,99,78,86.25,MJ040799641
2665,2020,91,87,82,87.95,RL023779646
2666,2020,77,84,71,81.25,IY307298630
2667,2020,65,58,91,61.75,SD796094604
2668,2020,80,62,79,68.25,NV171925435
2669,2020,99,83,65,86.9,YT687543318
2670,2020,78,65,68,69.05,VX254511472
2672,2020,54,51,61,52.4,CY486626158
2673,2020,70,72,56,70.6,MP404494130
2674,2020,84,61,80,68.85,FI200203794
2675,2020,69,70,51,68.75,PP723716818
2676,2020,57,87,97,78.5,VJ263549875
2677,2020,69,60,80,63.7,KN416401615
2678,2020,87,98,59,92.75,VU552394671
2679,2020,93,63,64,72.05,EE911261671
2680,2020,54,83,53,72.8,SB358281702
2681,2020,84,74,95,78.05,MZ001638586
2682,2020,68,82,50,76.2,WM749370979
2683,2020,59,100,59,85.65,DR088344612
2684,2020,50,71,75,64.9,YG038990840
2685,2020,95,96,73,94.55,XR214987095
2686,2020,95,96,90,95.4,KE408568424
2687,2020,63,58,82,60.7,JX194702107
2688,2020,91,86,56,86.0,WT509328389
2689,2020,56,73,73,67.9,SQ677020385
2690,2020,78,59,66,65.05,DM644742427
2691,2020,55,80,52,71.1,RI099892817
2692,2020,74,82,62,78.6,MA944134642
2694,2020,68,85,65,78.9,RK062530523
2695,2020,59,60,66,60.0,QG055095138
2696,2020,65,97,57,85.4,TG606250553
2697,2020,78,82,80,80.7,TU167445267
2698,2020,59,86,95,78.35,IW334174143
2700,2020,78,65,90,70.15,WS673896596
2701,2020,100,83,95,88.7,BM833120942
2702,2020,86,95,71,91.1,PK826232094
2703,2020,94,78,73,82.55,SU667459243
2704,2020,88,52,77,64.05,IC284161914
2705,2020,92,50,92,64.7,OJ821278660
2706,2020,83,57,75,65.7,UF949919389
2708,2020,66,88,96,81.8,BE392140083
2709,2020,63,88,59,79.05,ST402639672
2710,2020,79,71,50,72.35,UM596376667
2712,2020,66,84,57,77.25,NS895651213
2714,2020,91,78,95,82.75,JW264163087
2715,2020,91,69,79,76.1,OD377903705
2716,2020,67,96,80,86.5,MZ049757158
2717,2020,68,72,68,70.6,BV295753829
2718,2020,61,74,83,70.55,IC761290044
2720,2020,55,69,71,64.9,UQ975900142
2721,2020,96,88,82,90.1,VD431613527
2722,2020,96,88,65,89.25,XL761259441
2723,2020,100,73,78,81.35,MB748907031
2724,2020,100,56,94,71.1,RV312719169
2725,2020,90,52,85,65.05,MY309353085
2726,2020,51,84,89,74.35,PK443808642
2727,2020,91,95,52,91.65,LW272961891
2728,2020,51,97,84,82.55,OG088790734
2729,2020,77,64,94,69.4,GW149224995
2730,2020,82,99,97,93.8,WN367378790
2731,2020,75,51,58,58.55,CR051360208
2732,2020,57,60,51,58.65,YT423725019
2733,2020,63,58,86,60.9,RZ346049283
2734,2020,76,65,61,68.1,IN007819079
2735,2020,53,88,51,75.65,MM705603736
2736,2020,86,77,67,79.2,ZV409215913
2737,2020,91,69,63,75.3,BH465769755
2738,2020,89,83,70,84.15,HV343935605
2739,2020,75,78,86,77.5,IV342561533
2740,2020,52,82,79,72.85,IX167273950
2742,2020,78,78,98,79.0,OQ232992746
2743,2020,89,70,80,76.2,HK294601353
2744,2020,83,94,78,89.9,CR051360208
2745,2020,80,68,59,71.15,UZ901708921
2746,2020,60,100,76,86.8,YU421014811
2747,2020,85,95,65,90.5,PU202825816
2748,2020,65,77,85,73.8,ZN520575140
2749,2020,81,85,82,83.65,RF587290249
2750,2020,61,97,54,84.05,WQ040245280
2751,2020,85,100,87,94.85,ZM350671766
2752,2020,97,54,55,66.95,TL121025322
2753,2020,96,79,86,84.45,RV958746524
2754,2020,60,55,59,56.7,AH523956315
2755,2020,53,78,60,69.6,TP353291081
2756,2020,59,93,98,83.05,FK814313834
2757,2020,87,100,97,95.95,UV136417491
2758,2020,67,50,76,56.4,KY859489674
2759,2020,93,53,85,66.6,YR662622446
2760,2020,94,65,50,72.95,KE280161552
2762,2020,94,64,92,74.4,UE823450224
2763,2020,76,57,78,63.75,IQ086003176
2764,2020,82,63,86,69.85,HF344539525
2765,2020,78,78,90,78.6,DA450442528
2766,2020,87,90,98,89.5,NT284631212
2767,2020,85,50,53,60.65,UB465689245
2768,2020,70,70,95,71.25,QL415273940
2769,2020,85,63,78,70.35,ZH240946666
2770,2020,76,61,55,65.2,RH707802219
2771,2020,53,82,62,72.3,VB515017720
2772,2020,81,68,63,71.65,NB422415433
2773,2020,80,57,82,65.15,OE923789996
2774,2020,93,64,76,73.3,KJ932451778
2775,2020,72,81,78,78.15,RM042179839
2776,2020,97,80,83,85.25,NC825897413
2778,2020,81,80,93,80.95,KB805627552
2779,2020,76,51,98,60.85,PP723716818
2780,2020,55,91,81,79.7,RA835081311
2781,2020,74,61,55,64.6,ZB037861216
2782,2020,63,82,54,74.9,LI126433063
2783,2020,72,60,92,65.2,BP917060881
2784,2020,97,69,73,77.6,VT154737718
2785,2020,65,85,59,77.7,PN327590355
2786,2020,56,65,93,63.7,MW072118431
2787,2020,54,51,99,54.3,OY935360782
2788,2020,96,50,89,65.75,WD369708675
2790,2020,63,57,57,58.8,ZP441886147
2791,2020,85,55,94,65.95,IP798280418
2792,2020,66,71,94,70.65,VT593173049
2793,2020,57,79,85,72.7,AB003422313
2794,2020,91,100,90,96.8,LP362355401
2795,2020,99,75,68,81.85,QR313331319
2796,2020,69,100,63,88.85,UI258886581
2797,2020,97,72,97,80.75,NW230526442
2798,2020,79,68,84,72.1,EQ986591037
2799,2020,96,81,52,84.05,UN000001646
2800,2020,65,50,71,55.55,TV475502946
2801,2020,89,74,98,79.7,WK278552127
2802,2020,95,63,54,72.15,VQ863395218
2803,2020,58,56,60,56.8,XM299049027
2804,2020,59,77,63,70.9,BZ706238265
2805,2020,75,93,73,86.6,NN749063528
2806,2020,70,93,94,86.15,ZF424224119
2808,2020,60,51,70,54.65,JW372909910
2810,2020,88,57,92,68.05,GW284317695
2811,2020,69,99,52,87.65,GJ502864047
2812,2020,54,77,77,70.1,IX573726994
2813,2020,77,85,61,81.4,ZL405437124
2814,2020,77,65,77,69.2,SI981724648
2815,2020,63,53,86,57.65,KL984756664
2816,2020,64,97,58,85.15,EC487420662
2817,2020,74,94,74,87.0,KM820892616
2818,2020,73,92,65,84.95,DN425975544
2819,2020,63,67,77,66.3,JZ143850647
2820,2020,90,64,72,72.2,LS923494763
2822,2020,84,92,69,88.45,DA450442528
2823,2020,82,53,68,62.45,PM304301970
2824,2020,86,83,69,83.2,AV861318939
2825,2020,73,76,80,75.3,FS802079098
2826,2020,72,86,63,80.65,WC918203003
2827,2020,60,61,70,61.15,QU137459520
2828,2020,75,91,92,86.25,VY775796640
2829,2020,99,63,50,73.15,JI081627587
2830,2020,77,91,55,85.0,ZS436598680
2831,2020,71,55,95,61.8,YX407333202
2832,2020,71,75,93,74.7,QJ647418033
2833,2020,81,51,58,60.35,AY385474639
2834,2020,91,56,70,67.2,TF459110412
2835,2020,92,69,88,76.85,QB410807569
2836,2020,63,68,62,66.2,XP717711713
2838,2020,60,68,56,65.0,TO287286932
2839,2020,67,51,83,57.4,PR179543125
2840,2020,74,60,67,64.55,LJ523467067
2841,2020,58,82,86,75.0,OT025753025
2842,2020,97,52,63,66.05,VV113254575
2844,2020,67,99,62,87.55,SW333653910
2845,2020,66,88,100,82.0,XG560579682
2846,2020,78,86,86,83.6,XF041199451
2847,2020,71,60,63,63.45,IQ056162329
2848,2020,86,62,73,69.75,NW639508167
2850,2020,63,86,100,79.8,HY261910578
2851,2020,82,75,74,77.05,NY299672932
2852,2020,53,57,99,57.9,RE531162771
2853,2020,66,66,93,67.35,BU555294176
2854,2020,83,75,78,77.55,CR029020976
2855,2020,74,64,84,68.0,QR944996514
2856,2020,90,53,84,65.65,YH786902494
2857,2020,66,65,50,64.55,VP825655830
2858,2020,99,53,53,66.8,CA358449245
2859,2020,65,81,56,74.95,KB615217641
2860,2020,84,79,53,79.2,OV546761046
2862,2020,82,55,64,63.55,IL368843960
2863,2020,82,100,79,93.55,UN191935737
2864,2020,84,76,58,77.5,CO180790466
2865,2020,84,84,61,82.85,EX389575482
2866,2020,87,95,58,90.75,RV958746524
2868,2020,86,81,67,81.8,RG230352608
