s_id,year,on time,quality,after-sales service,final score,e_id
1555,2021,81,77,58,77.25,TT317343349
1556,2021,60,94,55,81.85,KG349245924
1557,2021,95,72,86,79.6,SE302088016
1558,2021,84,96,75,91.35,NR204925918
1559,2021,50,84,73,73.25,FH666708823
1560,2021,51,67,75,62.6,AS824287652
1562,2021,89,90,86,89.5,ZD439054130
1563,2021,98,99,73,97.4,KD353929317
1564,2021,62,62,55,61.65,IT482328473
1565,2021,89,87,53,85.9,BP210831202
1566,2021,88,57,57,66.3,QK178033899
1567,2021,50,71,55,63.9,ZQ056474470
1568,2021,95,95,59,93.2,EV635932392
1569,2021,86,78,89,80.95,LP340734479
1570,2021,67,81,97,77.6,LT301664602
1572,2021,55,78,92,71.8,YZ629049966
1573,2021,61,80,77,74.15,TJ606015475
1574,2021,63,85,58,77.05,SP744322016
1575,2021,77,50,98,60.5,LG272362852
1576,2021,85,89,85,87.6,LY762247487
1577,2021,81,62,69,68.05,RF585554728
1578,2021,56,94,88,82.3,OE002140249
1579,2021,52,68,97,64.65,AM917650763
1580,2021,71,60,91,64.85,BD116061591
1581,2021,66,58,93,62.15,TE713990003
1582,2021,71,89,83,83.3,DS558701345
1584,2021,70,93,87,85.8,BH176926126
1585,2021,65,95,97,86.1,DR881633695
1586,2021,90,52,62,63.9,WR358729805
1587,2021,73,100,64,90.1,CV300347642
1588,2021,98,79,78,84.65,CB243616286
1590,2021,87,69,97,75.8,MO875224666
1591,2021,82,73,74,75.75,GH476787113
1592,2021,70,51,72,57.75,WX267486264
1593,2021,90,55,65,66.0,JL321184512
1594,2021,62,76,91,72.55,QP469883556
1595,2021,78,75,51,74.7,AN636485853
1596,2021,78,64,62,68.1,AS807094882
1598,2021,70,68,50,67.7,DX185156317
1599,2021,76,86,52,81.3,KC025259133
1600,2021,76,81,91,80.0,AO030250021
1601,2021,75,78,64,76.4,TA298978240
1602,2021,97,54,74,67.9,WC194085033
1603,2021,56,63,59,60.7,XD988669760
1604,2021,92,51,68,64.15,VU557503737
1605,2021,72,89,55,82.2,ZA400347167
1606,2021,60,100,99,87.95,SH903762065
1608,2021,84,52,71,62.55,RY136946780
1610,2021,83,97,95,92.7,FX590580222
1611,2021,98,57,52,69.05,FZ509474402
1612,2021,80,77,68,77.45,OE036963460
1614,2021,88,81,99,84.0,VE600043586
1615,2021,83,100,55,92.65,JR387419914
1616,2021,86,62,84,70.3,PB099272682
1617,2021,96,90,83,91.45,HP400350653
1618,2021,78,78,65,77.35,VD291403147
1619,2021,61,80,67,73.65,PJ212658430
1620,2021,68,60,57,62.25,KT876699126
1621,2021,92,72,57,77.25,QV273036754
1622,2021,56,67,54,63.05,JP241743006
1623,2021,88,84,68,84.4,HV363565718
1624,2021,100,86,89,90.35,RN650095660
1625,2021,93,54,91,67.55,FX590580222
1626,2021,71,64,53,65.55,WX410807819
1627,2021,74,64,85,68.05,OS503023864
1628,2021,64,84,74,77.5,RC191253918
1629,2021,50,69,81,63.9,BP210831202
1630,2021,67,95,87,86.2,NB458247004
1631,2021,82,60,68,67.0,XC771628986
1632,2021,68,57,85,61.7,RX356670077
1633,2021,58,85,73,76.3,RR053552009
1634,2021,87,70,77,75.45,KC244701314
1635,2021,90,69,90,76.35,US422512990
1636,2021,80,73,76,75.25,KV734708636
1638,2021,70,67,94,69.25,QJ822014179
1639,2021,82,84,69,82.65,RK074458760
1640,2021,82,56,75,64.75,PL479737574
1641,2021,73,69,94,71.45,UW667286681
1642,2021,68,69,59,68.2,SO604700870
1644,2021,83,75,81,77.7,KF327363324
1645,2021,77,100,91,92.65,FH585352639
1646,2021,60,63,72,62.55,HT703328407
1647,2021,98,60,50,70.9,PY958015924
1648,2021,60,52,98,56.7,YJ792486779
1649,2021,76,91,94,86.65,YV991204434
1650,2021,95,76,70,81.4,PS176684142
1652,2021,75,71,66,71.95,EI191488137
1653,2021,96,80,58,83.7,FJ569433038
1654,2021,64,67,50,65.25,FE161553592
1655,2021,51,77,57,68.2,TO068515414
1656,2021,71,62,65,64.85,EL708833055
1657,2021,72,92,70,84.9,VV861086292
1658,2021,67,70,51,68.15,DV088797311
1659,2021,92,87,98,89.05,WF008937350
1660,2021,65,96,77,85.75,ZS208854454
1661,2021,73,100,54,89.6,HX546649920
1662,2021,76,83,67,80.1,EV240796766
1663,2021,86,60,92,69.4,TM253438472
1664,2021,76,99,65,90.4,DE425118321
1665,2021,59,89,78,79.45,YD625466644
1666,2021,52,76,93,69.65,DV088797311
1667,2021,85,70,98,75.9,ZF513632851
1668,2021,53,97,62,82.05,BA815974264
1669,2021,90,79,59,81.3,IE819086009
1670,2021,95,86,86,88.7,NV478451103
1671,2021,91,54,99,67.35,QS542994337
1672,2021,90,91,76,89.95,ST022477690
1674,2021,71,66,57,67.05,FS985078533
1675,2021,63,60,89,62.35,HR916039528
1676,2021,91,59,88,70.05,PC050989859
1677,2021,78,85,88,83.05,YF483006911
1678,2021,83,89,66,86.05,IR356062475
1680,2021,73,58,75,63.35,CV315460476
1682,2021,70,61,53,63.3,EI191488137
1683,2021,75,81,77,79.0,AZ975159484
1684,2021,78,75,69,75.6,CQ414094322
1685,2021,72,72,65,71.65,SS090843476
1686,2021,95,78,85,83.45,CM886476070
1687,2021,70,81,73,77.3,VF298301276
1688,2021,71,90,53,82.45,VA024389720
1689,2021,95,96,61,93.95,JD577760723
1690,2021,58,95,80,83.15,RP078217517
1691,2021,68,87,50,79.45,PH331419698
1692,2021,67,50,76,56.4,KK596131929
1694,2021,80,58,52,64.3,NO948004643
1695,2021,63,71,70,68.55,TV463624358
1696,2021,81,53,61,61.8,PR682643275
1697,2021,74,74,69,73.75,DS472486361
1698,2021,70,67,94,69.25,OV466008921
1700,2021,70,86,59,79.85,BO017845609
1701,2021,87,61,52,68.35,YB049422091
1702,2021,98,96,52,94.4,PY673417858
1703,2021,73,90,57,83.25,WC952913353
1704,2021,87,84,81,84.75,JZ777051379
1705,2021,56,78,50,70.0,AX254428746
1706,2021,65,73,77,70.8,DE099715212
1707,2021,69,73,63,71.3,JN393912330
1708,2021,65,62,52,62.4,DZ491549339
1710,2021,59,76,77,70.95,SI570997353
1711,2021,81,90,88,87.2,SE013125330
1712,2021,58,56,72,57.4,TS745821689
1713,2021,77,67,89,71.1,HR821771070
1714,2021,52,53,62,53.15,XR129677515
1715,2021,87,70,81,75.65,SS994798908
1716,2021,73,91,73,84.7,SS577160322
1717,2021,71,65,50,66.05,RI788113974
1718,2021,77,100,51,90.65,PF412061978
1719,2021,89,55,67,65.8,PA578351984
1720,2021,74,70,78,71.6,BO928357775
1722,2021,89,84,55,84.05,WX268601201
1723,2021,82,97,93,92.3,YB756058511
1724,2021,98,93,78,93.75,CK559826012
1725,2021,90,88,85,88.45,XH964136240
1726,2021,71,65,96,68.35,CC999489636
1728,2021,100,67,63,76.7,BS230712249
1729,2021,73,90,69,83.85,IW852728839
1730,2021,67,59,68,61.85,DT626253725
1731,2021,89,83,62,83.75,ZO608440075
1732,2021,58,82,83,74.85,IR119692188
1733,2021,77,77,70,76.65,IX489399616
1734,2021,68,93,82,84.95,XD135051435
1735,2021,96,61,98,73.35,SA290361124
1736,2021,90,95,55,91.5,BR943102996
1737,2021,57,90,56,78.4,FF513404563
1738,2021,59,62,94,62.7,IS508567292
1739,2021,62,62,77,62.75,DZ965127456
1740,2021,99,90,87,92.55,TA215548775
1741,2021,95,58,96,71.0,UU993013296
1742,2021,93,86,94,88.5,UW380592416
1743,2021,90,82,63,83.45,KD389881749
1744,2021,82,91,60,86.75,VA151593699
1745,2021,74,96,97,89.45,FH321110470
1746,2021,99,86,82,89.7,YX528617538
1747,2021,76,84,54,80.1,RE561092044
1748,2021,69,56,95,61.85,CR350855901
1749,2021,66,86,63,78.85,OY804417913
1750,2021,67,70,75,69.35,VG285179437
1752,2021,83,77,50,77.45,FD668102435
1753,2021,84,90,71,87.25,QL202335883
1754,2021,54,54,79,55.25,IS790974119
1755,2021,100,94,58,94.0,GD703837804
1756,2021,50,64,62,59.7,SC053956658
1758,2021,72,68,75,69.55,EO339696154
1759,2021,54,97,77,83.1,VO183016569
1760,2021,85,50,84,62.2,ED768460942
1761,2021,95,96,60,93.9,XZ984926369
1762,2021,66,81,79,76.4,HV322595764
1763,2021,92,71,79,77.7,IJ829422048
1764,2021,57,79,68,71.85,PO371493341
1765,2021,61,59,92,61.25,BO758994678
1766,2021,56,84,50,73.9,XB563990661
1767,2021,74,63,86,67.45,AV346717640
1768,2021,77,69,74,71.65,EG822706543
1769,2021,90,63,68,71.35,LU473133316
1770,2021,55,64,76,61.9,VG219714098
1772,2021,79,51,65,60.1,ZE595895265
1773,2021,66,81,100,77.45,MG877120401
1774,2021,77,77,65,76.4,QR906490490
1775,2021,90,73,70,77.95,NT289617820
1776,2021,68,91,60,82.55,YI376769733
1777,2021,67,90,87,82.95,OI844952892
1778,2021,56,63,83,61.9,PX973019809
1779,2021,85,99,93,94.5,QL095873324
1780,2021,78,86,100,84.3,HJ966334353
1781,2021,78,91,91,87.1,UU502804856
1782,2021,63,67,98,67.35,NO948004643
1784,2021,71,91,98,85.35,JK907373874
1785,2021,55,80,61,71.55,CT356847987
1786,2021,79,97,75,90.5,EO938989485
1787,2021,50,98,84,82.9,SL442426764
1788,2021,51,57,74,56.05,ID861311732
1789,2021,82,97,55,90.4,DH952548568
1790,2021,79,76,75,76.85,QZ921322354
1791,2021,100,83,88,88.35,UC405788251
1792,2021,85,87,52,84.65,ZX386169615
1793,2021,67,69,67,68.3,BB070901966
1794,2021,93,67,70,74.95,SY832868996
1795,2021,64,97,64,85.45,CM679041148
1796,2021,87,85,80,85.35,UW391604000
1797,2021,96,88,69,89.45,ST022477690
1798,2021,81,53,77,62.6,EJ329069464
1799,2021,94,71,66,77.65,RU817810296
1800,2021,52,61,99,60.2,NK131199996
1801,2021,70,57,94,62.75,KA622517271
1802,2021,75,100,68,90.9,NU536488630
1803,2021,92,84,78,86.1,LW113703626
1804,2021,58,96,93,84.45,HQ067908301
1805,2021,85,89,71,86.9,NG258866578
1806,2021,84,50,98,62.6,EH865024626
1807,2021,68,82,88,78.1,OV532368676
1808,2021,90,61,62,69.75,UN908367992
1809,2021,56,76,66,69.5,JH079059723
1810,2021,96,53,52,65.85,IT547269797
1811,2021,95,70,92,78.6,UK117120397
1812,2021,94,93,67,92.0,DD300540418
1813,2021,52,85,99,75.8,MF228050074
1814,2021,61,55,92,58.65,XV879061911
1815,2021,84,59,84,67.75,MZ101810585
1816,2021,73,84,73,80.15,JB586613760
1817,2021,58,80,78,73.3,RC686958075
1818,2021,90,96,97,94.25,TA298978240
1820,2021,59,95,88,83.85,XG413334496
1821,2021,78,62,78,67.6,GQ029734344
1822,2021,52,89,60,76.45,ZB159850512
1824,2021,62,58,74,60.0,WD288228104
1825,2021,61,87,76,78.65,AO992983575
1826,2021,90,88,55,86.95,LY821339786
1827,2021,81,78,99,79.95,ST022477690
1828,2021,63,96,60,84.3,TN694669521
1829,2021,76,97,88,90.25,XR920683757
1830,2021,94,95,66,93.25,NC635605382
1831,2021,96,55,70,68.05,JV065430629
1832,2021,57,73,60,67.55,AA026807384
1833,2021,56,98,93,85.15,WK150360515
1834,2021,94,100,67,96.55,ZV481985321
1835,2021,70,64,99,67.55,YI855231166
1836,2021,83,100,92,94.5,QO268831553
1837,2021,58,100,62,85.5,AC827638069
1838,2021,91,82,91,85.15,PS176684142
1839,2021,55,87,62,76.15,IA674650383
1840,2021,97,98,91,97.35,LY112060996
1841,2021,81,88,87,85.85,AT623368844
1842,2021,82,70,100,75.1,KD814678538
1843,2021,75,64,80,68.1,JT809215469
1844,2021,84,97,77,92.1,EA953205816
1845,2021,83,97,83,92.1,OV466008921
1846,2021,89,52,65,63.75,FE094939804
1848,2021,72,100,50,89.1,EC181344823
1850,2021,86,71,90,76.45,RM350601939
1851,2021,83,90,95,88.15,WK626011436
1852,2021,96,81,95,86.2,CA037643641
1853,2021,60,80,56,72.8,VP645618535
1854,2021,59,70,54,65.9,WP008265544
1855,2021,66,77,58,72.75,YG303649110
1856,2021,54,87,61,75.8,WY525944961
1857,2021,88,98,93,94.75,VI820114615
1858,2021,63,72,79,69.65,DD749283880
1860,2021,96,54,93,68.55,ZY224416295
1861,2021,69,77,51,73.3,TN283485658
1862,2021,51,59,55,56.4,PA578351984
1863,2021,93,79,92,83.85,IZ209386135
1864,2021,87,87,71,86.2,IX951199286
1865,2021,91,71,94,78.15,TS914889566
1866,2021,58,74,80,69.5,RM007013997
1868,2021,51,82,53,71.25,GJ013225111
1869,2021,88,75,62,78.25,FS985078533
1870,2021,89,93,65,90.4,TP240529486
1871,2021,65,77,85,73.8,MD875728493
1872,2021,67,68,68,67.7,SD800333856
1873,2021,50,94,62,79.2,UM050798558
1874,2021,60,73,78,69.35,OK260504099
1875,2021,56,87,93,78.0,WH711862797
1876,2021,54,83,83,74.3,UP036530647
1878,2021,90,77,63,80.2,FG702009290
1879,2021,93,72,59,77.65,NQ430408373
1880,2021,81,54,58,62.3,IJ433895913
1881,2021,60,64,67,62.95,HU089384184
1882,2021,52,68,53,62.45,LF181912243
1884,2021,50,83,55,71.7,QR420134364
1885,2021,82,56,59,63.95,RN543392425
1886,2021,60,91,55,79.9,CH102029904
1887,2021,90,66,97,74.75,SG490231128
1888,2021,87,84,84,84.9,AX014974878
1889,2021,57,91,70,79.75,TV463624358
1890,2021,81,56,96,65.5,ZE466421632
1891,2021,71,68,77,69.35,OE036963460
1892,2021,74,94,95,88.05,PC544609715
1893,2021,93,87,98,89.35,MJ834247829
1894,2021,92,90,73,89.75,TS745821689
1895,2021,62,74,84,70.9,PQ965692362
1896,2021,95,88,67,89.05,CR350102619
1898,2021,75,68,52,69.3,HO947427648
1899,2021,87,82,77,83.25,GA380396910
1900,2021,84,64,92,71.4,LQ558745683
1901,2021,73,88,52,81.7,SJ485222906
1902,2021,91,94,76,92.2,FA629092656
1903,2021,54,93,90,81.15,GQ459963282
1904,2021,80,50,53,59.15,BI094839104
1905,2021,96,63,70,73.25,MZ890881958
1906,2021,73,75,67,74.0,YJ391780340
1908,2021,68,59,88,63.15,AO160824604
1909,2021,79,79,83,79.2,UK399559127
1910,2021,94,68,92,77.0,RI836290175
1911,2021,90,78,75,81.45,BQ008733192
1912,2021,63,53,83,57.5,OE326273879
1913,2021,90,60,96,70.8,DK194244138
1914,2021,81,100,67,92.65,NA479039923
1915,2021,63,88,68,79.5,QT327460108
1916,2021,53,62,59,59.15,FH321110470
1917,2021,84,82,66,81.8,MZ101810585
1918,2021,82,94,86,90.0,HH842890663
1919,2021,79,57,73,64.4,ZM470793291
1920,2021,74,80,85,78.45,SC053956658
1921,2021,99,83,56,86.45,FE094939804
1922,2021,89,81,54,82.05,OJ095320235
1923,2021,80,50,81,60.55,JE407703241
1924,2021,66,91,64,82.15,RP247736735
1925,2021,88,84,72,84.6,PU792120045
1926,2021,63,85,75,77.9,HF593876715
1927,2021,88,65,88,73.05,TE713990003
1928,2021,98,65,53,74.3,TE288441086
1929,2021,84,64,70,70.3,KS070002993
1930,2021,92,53,75,65.8,OG487506819
1931,2021,59,68,58,64.8,JL195049608
1932,2021,76,97,57,88.7,IR119692188
1933,2021,71,64,74,66.6,BQ008733192
1934,2021,80,94,64,88.3,WF014894304
1935,2021,73,55,87,62.0,EV977992988
1936,2021,74,67,62,68.85,YT281317540
1937,2021,76,83,78,80.65,JZ638974744
1938,2021,95,82,77,85.65,QP469883556
1940,2021,82,95,75,90.1,GK045345947
1941,2021,90,87,77,87.4,LM900464982
1942,2021,84,92,86,89.3,DC247809225
1944,2021,75,56,72,62.5,JO334624493
1945,2021,50,80,89,71.45,VZ529772690
1946,2021,87,60,76,68.9,JO334624493
1947,2021,81,62,88,69.0,RE227781015
1948,2021,87,52,99,64.85,DU639132504
1949,2021,88,83,55,83.1,VJ382594544
1950,2021,78,70,63,72.05,FW221418927
1952,2021,62,71,78,68.65,LL169375899
1953,2021,90,93,89,91.9,AF376197461
1954,2021,76,95,77,88.4,UL361522513
1955,2021,76,87,61,82.4,AX109039840
1956,2021,70,59,52,61.95,UO395070421
1957,2021,92,89,65,88.7,RB350364462
1958,2021,60,52,74,55.5,RQ665418881
1959,2021,87,68,84,74.5,SH294028421
1960,2021,69,59,59,62.0,BV275176338
1962,2021,69,57,90,62.25,GJ323684810
1963,2021,98,72,98,81.1,VU280107890
1964,2021,75,88,56,82.5,MG478823732
1965,2021,78,81,58,78.95,ID523803518
1966,2021,100,59,70,71.85,YD687367757
1967,2021,86,75,97,79.4,FY866186404
1968,2021,61,67,66,65.15,SY677157035
1969,2021,73,58,50,62.1,HO282832543
1970,2021,83,80,94,81.6,LU306320292
1971,2021,91,88,100,89.5,RI531325515
1972,2021,53,53,88,54.75,QJ822014179
1974,2021,56,55,68,55.95,VH463519169
1975,2021,57,81,96,74.55,UL915006297
1976,2021,77,53,56,60.35,UI130241847
1977,2021,75,58,60,63.2,CB983246833
1978,2021,59,97,78,84.65,CN635056408
1979,2021,66,57,86,61.15,BJ202305627
1980,2021,79,91,94,87.55,HR427867712
1981,2021,68,56,83,60.95,WQ291618969
1982,2021,51,72,100,67.1,RM870225939
1983,2021,79,78,93,79.05,YI109701445
1984,2021,59,76,86,71.4,NX510052256
1985,2021,59,54,63,55.95,HV363565718
1986,2021,95,58,53,68.85,NA293994843
1987,2021,52,83,64,72.75,KI373824048
1988,2021,59,92,55,80.25,CC394755335
1989,2021,62,67,64,65.35,CN635056408
1990,2021,82,74,76,76.5,DN704198435
1991,2021,67,61,51,62.3,LB187269488
1992,2021,58,86,84,77.5,UU993013296
1993,2021,73,50,58,57.3,WQ291618969
1994,2021,86,76,90,79.7,GD195400087
1995,2021,63,53,77,57.2,PQ886885362
1996,2021,89,50,67,62.55,DZ440307402
1997,2021,87,80,66,81.4,LV880335391
1998,2021,79,55,85,63.7,OJ013163899
2000,2021,59,59,78,59.95,QJ390349609
2001,2021,80,65,95,71.0,VN214919645
2002,2021,86,89,50,86.15,QX508008662
2003,2021,70,67,65,67.8,CY455114582
2004,2021,87,64,60,70.7,QE449549736
2005,2021,51,99,99,84.6,PH930436026
2006,2021,84,61,100,69.85,PR808382819
2007,2021,53,86,61,74.85,WE069897690
2008,2021,64,73,65,69.9,WD916386504
2009,2021,76,61,51,65.0,EA011523306
2010,2021,73,59,99,65.2,YT281317540
2011,2021,53,64,80,61.5,HC913509475
2012,2021,94,70,71,77.25,XB268259514
2013,2021,81,82,98,82.5,RY680893493
2014,2021,76,50,79,59.25,IF439969218
2015,2021,92,64,88,73.6,HE645398833
2016,2021,60,63,97,63.8,QJ822014179
2018,2021,53,88,80,77.1,DQ707814225
2019,2021,73,82,95,79.95,UM050798558
2020,2021,73,57,61,62.0,ZU153645837
2022,2021,57,77,78,71.05,UP218619746
2023,2021,63,67,72,66.05,VC785071500
2024,2021,83,56,84,65.5,XU289077277
2025,2021,84,68,62,72.5,AM436084673
2026,2021,67,51,77,57.1,AK931289380
2028,2021,80,93,57,87.3,TM679409817
2029,2021,81,90,93,87.45,QB130242471
2030,2021,53,53,75,54.1,YF010282329
2031,2021,91,54,66,65.7,EK544533660
2032,2021,53,75,86,68.95,ZM025703042
2033,2021,87,51,73,62.9,XA156045524
2034,2021,60,89,76,79.65,OL016637352
2035,2021,59,65,69,63.4,TF765555834
2036,2021,97,57,78,70.05,GX048293035
2037,2021,58,53,50,54.35,AN530796101
2038,2021,93,54,66,66.3,JT025289382
2039,2021,88,89,67,87.6,II030078905
2040,2021,57,98,92,85.4,BB747306616
2041,2021,65,60,67,61.85,YD108312465
2042,2021,61,52,83,56.25,EV977992988
2043,2021,74,89,69,83.5,BO758994678
2044,2021,58,95,64,82.35,VZ529772690
2045,2021,63,62,97,64.05,QI902808226
2046,2021,81,78,54,77.7,YL145756415
2048,2021,98,93,55,92.6,CH102029904
2049,2021,95,70,78,77.9,CL856619817
2050,2021,90,60,82,70.1,WE519347559
2052,2021,64,50,61,54.75,BO759297036
2053,2021,80,68,58,71.1,CB445569626
2054,2021,89,73,64,77.35,UI565609602
2055,2021,84,79,78,80.45,TT697718789
2056,2021,78,67,96,71.75,UR727590046
2057,2021,53,53,99,55.3,TA215548775
2058,2021,100,75,86,83.05,CT356847987
2059,2021,82,88,71,85.35,JR442347299
2060,2021,85,52,85,63.55,XU720124094
2061,2021,79,87,87,84.6,FE380295066
2062,2021,73,70,86,71.7,RX536937714
2063,2021,56,93,65,80.5,RJ414030307
2064,2021,55,71,64,65.85,DP382732012
2065,2021,50,96,72,81.0,IR404975040
2066,2021,83,78,68,79.0,SN832881748
2067,2021,70,76,75,74.15,WD916386504
2068,2021,64,65,78,65.35,DP764294505
2069,2021,90,87,87,87.9,MV804341871
2070,2021,96,95,92,95.15,DG467119865
2072,2021,90,71,68,76.55,FX590580222
2073,2021,95,65,67,74.1,HZ622702528
2074,2021,91,79,76,82.45,GI463059768
2075,2021,83,87,92,86.05,QM556468415
2076,2021,85,65,76,71.55,UW667286681
2078,2021,62,57,63,58.8,PA005519437
2079,2021,51,71,82,65.55,RA948464929
2080,2021,72,74,65,72.95,PV146466076
2081,2021,100,50,76,66.3,HH105437333
2082,2021,57,78,77,71.65,TJ606015475
2083,2021,82,50,90,61.6,KV209302316
2084,2021,80,89,74,85.55,DK379032797
2085,2021,99,81,93,87.0,FP482289441
2086,2021,79,81,71,79.9,EK659983648
2087,2021,76,98,59,89.45,ZU079190900
2088,2021,58,89,83,79.4,AZ585186686
2089,2021,63,50,71,54.95,OY680723797
2090,2021,52,53,97,54.9,ZB316695326
2091,2021,72,93,59,85.0,FY742454005
2092,2021,82,74,84,76.9,XZ984926369
2094,2021,68,84,79,78.95,WD916386504
2095,2021,73,60,55,63.65,ZI822525729
2096,2021,67,53,73,58.2,FR612538206
2097,2021,51,100,82,84.4,EV058184453
2098,2021,88,69,90,75.75,WI923847563
2100,2021,75,63,79,67.4,HA722414227
2102,2021,80,64,53,68.25,HG543218227
2103,2021,72,50,98,59.0,HX546649920
2104,2021,80,79,66,78.65,FW450558077
2105,2021,90,56,65,66.65,FH586950725
2106,2021,84,90,54,86.4,MA511376196
2107,2021,91,81,61,83.0,IG801876837
2108,2021,58,97,80,84.45,CE399116385
2109,2021,57,60,72,59.7,KY224759223
2110,2021,67,98,59,86.75,LE447606716
2111,2021,61,57,75,59.1,GH123368789
2112,2021,84,65,69,70.9,TH084400360
2113,2021,82,88,55,84.55,AM206963364
2114,2021,55,100,54,84.2,IZ209386135
2115,2021,74,72,61,72.05,OY680723797
2116,2021,69,59,78,62.95,BN859560403
2117,2021,55,96,52,81.5,YX528617538
2118,2021,93,86,81,87.85,SI570997353
2119,2021,61,99,96,87.45,VC440221456
2120,2021,76,97,73,89.5,KM389399878
2121,2021,78,65,99,70.6,QC778161978
2122,2021,96,92,61,91.65,IA432708664
2123,2021,97,79,55,83.2,YB049422091
2124,2021,93,74,54,78.7,VH004277704
2125,2021,59,82,54,73.7,WL377376607
2126,2021,97,80,99,86.05,ZR447740523
2127,2021,99,69,72,78.15,WN285926590
2128,2021,54,54,87,55.65,ZM674540303
2129,2021,98,90,59,90.85,UK561674200
2130,2021,66,80,83,75.95,RC198973203
2132,2021,68,69,93,69.9,HI817420428
2133,2021,73,86,88,82.2,CN549073328
2134,2021,74,78,59,75.85,OF304522522
2135,2021,69,93,96,85.95,WC345465169
2136,2021,94,95,73,93.6,UC405788251
2137,2021,94,91,72,90.95,QE449549736
2138,2021,58,64,91,63.55,OM194745639
2139,2021,74,66,76,68.9,PN227787289
2140,2021,52,69,71,64.0,WP224216349
2141,2021,99,82,84,87.2,IJ210877248
2142,2021,69,72,83,71.65,TU579827295
2144,2021,70,72,87,72.15,ST833780600
2145,2021,89,87,81,87.3,AM917650763
2146,2021,74,96,88,89.0,SC354554264
2147,2021,65,62,79,63.75,KD076930935
2148,2021,77,76,97,77.35,QM556468415
2150,2021,97,58,56,69.6,QR906490490
2151,2021,66,98,94,88.2,YS786616669
2152,2021,60,94,79,83.05,HB682566588
2153,2021,50,84,51,72.15,VE004320218
2154,2021,64,79,78,74.45,LH180774997
2155,2021,51,95,60,80.05,EJ840062120
2156,2021,66,52,57,56.45,MT316235697
2157,2021,90,79,75,82.1,VR685262802
2158,2021,59,56,92,58.7,QG547082595
2160,2021,57,96,98,84.4,SC171467462
2162,2021,74,54,51,59.85,BK492771617
2163,2021,51,62,96,60.4,XX824376919
2164,2021,97,84,82,87.8,LQ502974299
2165,2021,95,76,50,80.4,QY943644854
2166,2021,55,71,65,65.9,YH433540643
2168,2021,76,58,91,65.05,KT876699126
2169,2021,81,86,74,83.9,OU876802778
2170,2021,71,85,84,80.75,YM464578509
2171,2021,93,61,64,70.75,JN271798652
2172,2021,98,65,85,75.9,UQ638014119
2173,2021,59,76,55,69.85,PQ128244984
2174,2021,51,55,90,55.55,RI836290175
2175,2021,81,63,62,68.35,CP600798429
2176,2021,86,79,64,80.35,PJ926972232
2178,2021,93,98,78,95.5,AM989366105
2179,2021,87,87,96,87.45,FZ449054644
2180,2021,57,85,60,75.35,PL843066960
2181,2021,86,100,84,95.0,LV110695421
2182,2021,96,54,73,67.55,EN102692382
2183,2021,50,66,100,62.9,ST833780600
2184,2021,91,50,78,63.7,GF953125124
2185,2021,95,97,77,95.4,KD814678538
2186,2021,66,78,81,74.55,NJ470347710
2187,2021,83,52,99,63.65,BQ434858217
2188,2021,88,79,59,80.7,XT562586953
2190,2021,85,73,62,76.05,OT280469334
2191,2021,69,58,66,61.7,UM313754348
2192,2021,90,51,60,63.15,ES487118716
2193,2021,68,69,85,69.5,WM371201444
2194,2021,88,86,79,86.25,YZ899398939
2195,2021,61,56,50,57.2,BH320834514
2196,2021,100,56,95,71.15,YM464578509
2198,2021,80,88,96,86.0,EU010227622
2199,2021,81,73,53,74.4,QR421396454
2200,2021,85,80,90,82.0,VT549903013
2202,2021,71,52,67,58.45,LE937420885
2204,2021,79,57,71,64.3,BE019864852
2205,2021,72,62,51,64.45,SL385937556
2206,2021,99,100,63,97.85,OX387518330
2207,2021,89,62,56,69.8,BK690873452
2208,2021,96,62,91,73.65,MW479493740
2210,2021,85,69,56,73.15,ZE466421632
2211,2021,75,83,85,80.7,TY016608677
2212,2021,95,76,73,81.55,MH180600311
2213,2021,64,69,94,68.75,DA725361136
2214,2021,50,72,84,66.0,RT334368562
2215,2021,97,90,96,92.4,MK665576420
2216,2021,73,51,99,60.0,NA932465949
2217,2021,83,78,85,79.85,JT416765880
2218,2021,97,62,80,73.4,VL819260612
2220,2021,56,52,71,54.15,ZD774297702
2221,2021,63,92,69,82.15,II030078905
2222,2021,63,93,74,83.05,UJ091471371
2223,2021,58,66,76,64.1,QN603894001
2224,2021,84,81,70,81.35,UO799845461
2225,2021,90,65,91,73.8,CX640593197
2226,2021,76,66,77,69.55,AX332815669
2227,2021,83,54,96,64.8,XV879061911
2228,2021,80,54,75,62.85,QU117225603
2229,2021,69,86,80,80.6,BO449650653
2230,2021,60,84,65,75.85,LF538028809
2232,2021,89,94,75,91.55,DH097362179
2233,2021,76,70,77,72.15,JV801949599
2234,2021,63,51,74,55.75,HA960705390
2235,2021,65,75,93,72.9,YT162860999
2236,2021,60,65,56,63.05,HN150404132
2237,2021,81,98,90,92.5,ST022477690
2238,2021,72,80,94,78.3,HY728305554
2239,2021,100,76,100,84.4,MV851384176
2240,2021,64,57,83,60.4,LR685973307
2241,2021,59,66,69,64.05,LR685973307
2242,2021,99,76,76,82.9,DV088797311
2243,2021,96,80,59,83.75,PQ216690059
2244,2021,54,92,64,79.2,FB031257581
2245,2021,77,82,97,81.25,BB054506782
2246,2021,91,85,81,86.6,LV110695421
2247,2021,83,92,87,89.05,NK065669469
2248,2021,65,61,75,62.9,HX280300084
